113.72	3518.00	133.50
113.73	3519.00	133.40
113.75	3519.00	133.40
113.77	3520.00	133.40
113.78	3521.00	133.30
113.80	3521.00	133.30
113.82	3522.00	133.30
113.83	3523.00	133.20
113.85	3523.00	133.20
113.87	3524.00	133.20
113.88	3524.00	133.10
113.90	3525.00	133.10
113.92	3526.00	133.10
113.93	3526.00	133.00
113.95	3527.00	133.00
113.97	3527.00	132.90
113.98	3528.00	132.90
114.00	3529.00	132.90
114.02	3529.00	132.80
114.03	3530.00	132.80
114.05	3531.00	132.80
114.07	3531.00	132.70
114.08	3532.00	132.70
114.10	3532.00	132.70
114.12	3533.00	132.60
114.13	3534.00	132.60
114.15	3534.00	132.50
114.17	3535.00	132.50
114.18	3535.00	132.50
114.20	3536.00	132.40
114.22	3537.00	132.40
114.23	3537.00	132.40
114.25	3538.00	132.30
114.27	3539.00	132.30
114.28	3539.00	132.30
114.30	3540.00	132.20
114.32	3540.00	132.00
114.33	3541.00	131.80
114.35	3542.00	131.40
114.37	3542.00	131.00
114.38	3543.00	130.60
114.40	3543.00	130.00
114.42	3544.00	129.40
114.43	3544.00	128.80
114.45	3545.00	128.30
114.47	3546.00	127.60
114.48	3546.00	126.90
114.50	3547.00	126.50
114.52	3547.00	125.60
114.53	3548.00	125.10
114.55	3548.00	124.30
114.57	3549.00	123.70
114.58	3549.00	122.90
114.60	3550.00	122.20
114.62	3550.00	121.40
114.63	3551.00	120.60
114.65	3551.00	120.00
114.67	3552.00	119.20
114.68	3552.00	118.20
114.70	3553.00	117.50
114.72	3553.00	116.90
114.73	3554.00	116.10
114.75	3554.00	115.20
114.77	3555.00	114.60
114.78	3555.00	113.60
114.80	3556.00	112.90
114.82	3556.00	112.30
114.83	3557.00	111.50
114.85	3557.00	110.80
114.87	3557.00	110.00
114.88	3558.00	109.20
114.90	3558.00	108.60
114.92	3559.00	107.70
114.93	3559.00	107.20
114.95	3560.00	106.10
114.97	3560.00	105.70
114.98	3560.00	104.70
115.00	3561.00	104.10
115.02	3561.00	103.40
115.03	3562.00	102.70
115.05	3562.00	101.80
115.07	3562.00	101.20
115.08	3563.00	100.50
115.10	3563.00	99.70
115.12	3563.00	98.90
115.13	3564.00	98.30
115.15	3564.00	97.70
115.17	3565.00	96.80
115.18	3565.00	96.20
115.20	3565.00	95.30
115.22	3566.00	94.70
115.23	3566.00	94.00
115.25	3566.00	93.20
115.27	3567.00	92.40
115.28	3567.00	91.70
115.30	3567.00	91.10
115.32	3568.00	90.40
115.33	3568.00	89.50
115.35	3568.00	89.00
115.37	3569.00	88.10
115.38	3569.00	87.40
115.40	3569.00	86.60
115.42	3570.00	85.80
115.43	3570.00	85.20
115.45	3570.00	84.50
115.47	3571.00	83.70
115.48	3571.00	83.10
115.50	3571.00	82.20
115.52	3572.00	81.50
115.53	3572.00	80.70
115.55	3572.00	80.00
115.57	3573.00	79.40
115.58	3573.00	78.60
115.60	3573.00	77.70
115.62	3574.00	77.20
115.63	3574.00	76.20
115.65	3574.00	75.50
115.67	3575.00	74.90
115.68	3575.00	74.40
115.70	3575.00	73.90
115.72	3576.00	73.40
115.73	3576.00	73.00
115.75	3576.00	72.80
115.77	3577.00	72.60
115.78	3577.00	72.40
115.80	3577.00	72.20
115.82	3578.00	72.10
115.83	3578.00	71.90
115.85	3578.00	71.70
115.87	3579.00	71.60
115.88	3579.00	71.50
115.90	3579.00	71.40
115.92	3580.00	71.20
115.93	3580.00	71.00
115.95	3580.00	70.90
115.97	3581.00	70.80
115.98	3581.00	70.60
116.00	3581.00	70.50
116.02	3582.00	70.30
116.03	3582.00	70.30
116.05	3582.00	70.10
116.07	3583.00	70.00
116.08	3583.00	69.80
116.10	3583.00	69.70
116.12	3584.00	69.70
116.13	3584.00	69.40
116.15	3584.00	69.30
116.17	3584.00	69.20
116.18	3585.00	69.10
116.20	3585.00	69.00
116.22	3585.00	68.90
116.23	3586.00	68.80
116.25	3586.00	68.60
116.27	3586.00	68.60
116.28	3587.00	68.40
116.30	3587.00	68.30
116.32	3587.00	68.20
116.33	3588.00	68.10
116.35	3588.00	68.00
116.37	3588.00	67.90
116.38	3589.00	67.70
116.40	3589.00	67.60
116.42	3589.00	67.60
116.43	3590.00	67.40
116.45	3590.00	67.40
116.47	3590.00	67.30
116.48	3590.00	67.30
116.50	3591.00	67.30
116.52	3591.00	67.20
116.53	3591.00	67.30
116.55	3592.00	67.20
116.57	3592.00	67.20
116.58	3592.00	67.20
116.60	3593.00	67.20
116.62	3593.00	67.20
116.63	3593.00	67.20
116.65	3594.00	67.20
116.67	3594.00	67.20
116.68	3594.00	67.20
116.70	3595.00	67.20
116.72	3595.00	67.20
116.73	3595.00	67.20
116.75	3595.00	67.20
116.77	3596.00	67.20
116.78	3596.00	67.20
116.80	3596.00	67.20
116.82	3597.00	67.20
116.83	3597.00	67.20
116.85	3597.00	67.20
116.87	3598.00	67.20
116.88	3598.00	67.20
116.90	3598.00	67.20
116.92	3599.00	67.20
116.93	3599.00	67.20
116.95	3599.00	67.20
116.97	3600.00	67.20
116.98	3600.00	67.20
117.00	3600.00	67.30
117.02	3601.00	67.20
117.03	3601.00	67.30
117.05	3601.00	67.30
117.07	3601.00	67.30
117.08	3602.00	67.30
117.10	3602.00	67.30
117.12	3602.00	67.30
117.13	3603.00	67.30
117.15	3603.00	67.30
117.17	3603.00	67.30
117.18	3604.00	67.30
117.20	3604.00	67.30
117.22	3604.00	67.30
117.23	3605.00	67.40
117.25	3605.00	67.30
117.27	3605.00	67.40
117.28	3606.00	67.40
117.30	3606.00	67.40
117.32	3606.00	67.50
117.33	3607.00	67.50
117.35	3607.00	67.60
117.37	3607.00	67.60
117.38	3607.00	67.70
117.40	3608.00	67.70
117.42	3608.00	67.90
117.43	3608.00	68.00
117.45	3609.00	68.10
117.47	3609.00	68.10
117.48	3609.00	68.30
117.50	3610.00	68.50
117.52	3610.00	68.50
117.53	3610.00	68.70
117.55	3611.00	68.90
117.57	3611.00	69.10
117.58	3611.00	69.20
117.60	3612.00	69.30
117.62	3612.00	69.60
117.63	3612.00	69.70
117.65	3613.00	69.90
117.67	3613.00	70.10
117.68	3613.00	70.20
117.70	3614.00	70.40
117.72	3614.00	70.60
117.73	3614.00	70.70
117.75	3615.00	71.00
117.77	3615.00	71.00
117.78	3615.00	71.30
117.80	3616.00	71.50
117.82	3616.00	71.50
117.83	3616.00	71.80
117.85	3617.00	71.90
117.87	3617.00	72.10
117.88	3618.00	72.20
117.90	3618.00	72.50
117.92	3618.00	72.60
117.93	3619.00	72.80
117.95	3619.00	72.80
117.97	3619.00	73.10
117.98	3620.00	73.10
118.00	3620.00	73.20
118.02	3620.00	73.30
118.03	3621.00	73.30
118.05	3621.00	73.30
118.07	3621.00	73.30
118.08	3622.00	73.30
