"Format","MoTeC CSV File",,,"Workbook",""
"Venue","Grand Valley Speedway",,,"Worksheet",""
"Vehicle","IMPREZA Sedan WRX STi spec C (Type-II) '04",,,"Vehicle Desc",""
"Driver","L. TANG",,,"Engine ID",""
"Device","ADL"
"Comment","",,,"Session",""
"Log Date","2023-03-30",,,"Origin Time","0.000","s"
"Log Time","5:26:02 PM",,,"Start Time","0.000","s"
"Sample Rate","1.000","Hz",,"End Time","304.233","s"
"Duration","304.233","s",,"Start Distance","0","m"
"Range","entire outing",,,"End Distance","5850","m"
"Beacon Markers","45.596 300.684 "


"Time","Distance","Vehicle Speed","G Force Long","G Force Lat","G Force Vert","Throttle Pos","Brake Press","Gear","Engine RPM","Wheel Speed FL","Wheel Speed FR","Wheel Speed RL","Wheel Speed RR","Steered Angle"
"s","m","km/h","G","G","G","%","bar","","rpm","km/h","km/h","km/h","km/h","deg"


"255.000","4905","69.8","-0.06","0.26","0.01","87.7","0.00","1","8342","71.1","72.0","72.5","72.8","14.8"
"256.000","4924","69.7","0.19","0.26","0.01","87.7","0.00","1","8218","68.9","68.7","69.1","68.2","14.8"
"257.000","4943","69.4","0.13","0.08","0.01","88.1","0.00","1","8081","71.5","71.1","70.2","72.1","4.7"
"258.000","4962","69.8","0.12","0.08","0.00","87.7","0.00","1","8403","70.0","69.9","70.5","70.2","4.3"
"259.000","4982","69.6","0.00","0.05","-0.02","87.7","0.00","1","8084","68.4","67.6","68.2","68.5","4.2"
"260.000","5001","69.9","-0.06","0.00","-0.04","88.4","0.00","1","8178","71.2","71.4","73.1","72.3","-0.6"
"261.000","5020","70.0","-0.20","0.02","0.00","88.1","0.00","1","8423","69.8","70.7","70.8","70.6","1.7"
"262.000","5039","70.1","-0.01","0.03","0.01","88.5","0.00","1","8324","68.4","69.2","68.5","69.5","0.0"
"263.000","5058","69.9","0.03","0.00","0.03","88.2","0.00","1","8357","69.1","68.4","69.3","68.5","-0.4"
"264.000","5078","69.4","0.16","0.01","0.03","88.5","0.00","1","8158","71.4","70.7","70.2","72.0","-0.3"
"265.000","5097","69.8","-0.12","-0.04","0.03","87.7","0.00","1","8382","70.7","70.6","70.1","70.4","-5.1"
"266.000","5116","69.7","0.14","-0.06","-0.01","88.1","0.00","1","8253","68.2","68.6","68.8","68.0","-6.4"
"267.000","5135","69.3","0.16","-0.05","0.00","88.1","0.00","1","8133","71.0","70.3","71.5","72.3","-7.2"
"268.000","5154","69.7","0.14","-0.02","0.00","88.3","0.00","1","8345","72.0","71.4","73.3","72.5","-6.6"
"269.000","5174","69.4","0.20","-0.02","0.01","88.5","0.00","1","8268","68.1","68.6","67.2","68.4","-8.1"
"270.000","5193","69.6","-0.16","-0.14","0.01","88.1","0.00","1","8367","71.5","71.7","72.7","73.4","-16.2"
"271.000","5212","69.6","0.18","-0.20","0.01","88.5","0.00","1","8233","68.5","67.5","68.4","68.5","-18.7"
"272.000","5231","69.7","-0.08","-0.30","0.00","88.5","0.00","1","8239","71.5","71.0","71.8","72.0","-22.1"
"273.000","5250","69.6","-0.18","-0.08","0.04","88.5","0.00","1","8265","71.6","72.1","71.7","72.8","-9.2"
"274.000","5269","69.5","-0.36","-0.08","0.00","89.5","0.00","1","8220","70.8","72.6","72.0","73.0","-6.3"
"275.000","5289","69.7","-0.09","-0.07","0.00","88.5","0.00","1","8063","73.3","71.6","72.2","72.6","-7.0"
"276.000","5308","69.5","-0.03","-0.11","0.00","88.5","0.00","1","8096","72.4","71.2","70.3","71.0","-7.1"
"277.000","5327","69.5","0.03","-0.03","0.00","88.5","0.00","1","8139","70.5","71.6","71.3","71.5","-1.9"
"278.000","5346","69.5","0.22","-0.01","0.00","88.7","0.00","1","8154","72.7","71.7","71.4","71.3","-0.4"
"279.000","5365","69.4","0.28","0.00","0.00","88.9","0.00","1","8048","71.9","72.1","71.0","71.8","0.2"
"280.000","5385","69.7","-0.46","0.02","0.00","88.6","0.00","1","8308","72.6","72.7","70.9","72.0","0.7"
"281.000","5404","69.7","-0.14","0.00","0.00","89.3","0.00","1","8269","72.1","72.3","72.0","72.2","-0.2"
"282.000","5423","69.6","0.27","0.00","0.00","89.7","0.00","1","8276","70.7","71.9","72.4","71.4","0.1"
"283.000","5442","69.6","-0.01","0.00","0.00","89.2","0.00","1","8184","71.0","71.5","73.0","72.8","-0.4"
"284.000","5461","69.6","-0.11","0.00","0.00","89.7","0.00","1","8243","71.0","71.7","72.5","72.6","-0.4"
"285.000","5480","69.6","0.35","0.00","0.00","90.3","0.00","1","8207","70.6","72.5","71.8","73.2","0.3"
"286.000","5500","69.6","0.06","0.00","0.00","89.9","0.00","1","8256","71.9","71.5","71.5","72.6","0.1"
"287.000","5519","69.6","-0.23","0.00","0.00","89.9","0.00","1","8282","72.3","71.1","72.6","72.1","0.1"
"288.000","5538","69.7","-0.03","0.00","0.00","89.6","0.00","1","8302","72.0","71.3","72.2","71.9","0.1"
"289.000","5557","69.7","-0.06","0.00","0.00","89.3","0.00","1","8275","71.7","71.5","72.3","72.6","-0.4"
"290.000","5576","69.7","-0.42","0.00","0.00","90.0","0.00","1","8286","71.4","71.3","71.1","72.5","0.0"
"291.000","5596","69.8","0.02","0.00","0.00","89.7","0.00","1","8284","73.2","72.3","72.3","72.4","-0.7"
"292.000","5615","69.4","0.03","0.00","0.00","90.5","0.00","1","8124","72.2","71.7","71.0","72.0","-0.3"
"293.000","5634","69.4","0.01","0.00","0.00","90.1","0.00","1","8183","72.1","71.3","71.6","71.3","-0.3"
"294.000","5653","69.5","-0.29","0.00","0.00","90.2","0.00","1","8146","71.8","72.1","71.8","71.6","0.1"
"295.000","5672","69.5","0.29","0.01","0.00","90.5","0.00","1","8017","72.4","71.2","72.6","71.6","0.6"
"296.000","5691","69.4","0.10","0.01","0.00","90.4","0.00","1","8038","70.0","70.0","70.3","70.6","0.4"
"297.000","5711","69.4","0.21","0.00","0.00","90.1","0.00","1","8065","70.5","71.2","70.2","70.3","0.4"
"298.000","5730","69.5","-0.13","0.00","0.00","90.4","0.00","1","8145","71.3","71.0","70.2","69.7","-0.4"
"299.000","5749","69.5","0.07","0.00","0.00","90.4","0.00","1","8015","67.8","67.5","67.5","68.0","-0.3"
"300.000","5768","69.6","0.22","0.00","0.00","90.8","0.00","1","8056","68.0","67.9","67.9","67.7","0.1"
"301.000","5787","69.7","-0.05","0.00","0.00","90.0","0.00","1","8157","68.6","68.4","67.8","68.8","0.1"
"302.000","5807","69.7","0.06","0.00","0.00","89.9","0.00","1","8094","68.6","68.5","68.3","67.7","0.1"
"303.000","5827","69.9","-0.18","0.00","0.00","91.6","0.00","1","8228","68.6","69.1","69.0","69.0","0.2"
"304.000","5846","70.1","-0.09","0.00","0.00","92.0","0.00","1","8370","68.7","69.2","69.4","69.3","0.0"
